id,idx,name,nametype,recclass,mass,fall,year,reclat,reclong,impact,impact,impactName
5016,4973,Batesland,Valid,H5,2500,Found,1961,43.13333,-102.1,91542,7630,Batesland
5017,51586,Batyushkovo,Valid,L5,4620,Found,2007,55.54867,35.2995,15971,8,Batyushkovo
5018,4978,Bayard,Valid,L5,75000,Found,1982,41.81667,-103.36667,82247,3650000,Bayard
5019,4980,Baygorria,Valid,"Iron, IAB complex",80000,Found,1994,-33,-56,34259,2730,Baygorria
5020,4981,Bealiba,Valid,L6,652,Found,1950,-36.8,143.55,45959,1130,Bealiba
5021,4982,Bear Creek,Valid,"Iron, IIIAB",227000,Found,1866,39.6,-105.3,27738,199000,Bear Creek
5022,4983,Bear Lodge,Valid,"Iron, IIIAB",48500,Found,1931,44.5,-104.2,66527,63900,Bear Lodge
5023,4985,Beaver,Valid,L5,25628,Found,1940,36.8,-100.53333,13646,9500000,Beaver
5024,4987,Beaver-Harrison,Valid,L6,925,Found,1979,38.48417,-113.13639,45256,384,Beaver
5025,4988,Bechar,Valid,L6,39000,Found,1998,30.83333,-3.33333,75181,74100,Bechar
5027,4991,Beckett Nunatak,Valid,L6,5.8,Found,1992,-76.03333,160.18333,63332,231,Beckett Nunatak
5029,4994,Beeler,Valid,LL6,11620,Found,1924,38.53333,-100.21667,96925,594000,Beeler
5030,4995,Beenham,Valid,L5,44400,Found,1937,36.21667,-103.65,20243,7470,Beenham
5031,4996,Beer Bottle Pass,Valid,L5,8.9,Found,1999,35.66117,-115.33333,17163,4380,Beer Bottle Pass
5032,4998,Belgica,Valid,L6,3.58,Found,1979,-72.58333,31.25,22160,1510000,Belgica
5037,5003,Bella Roca,Valid,"Iron, IIIAB",33000,Found,1888,24.9,-105.4,8229,1120,Bella Roca
5038,5004,Belle Plaine,Valid,L6,78800,Found,1950,37.31667,-97.25,71331,956000,Belle Plaine
5039,5006,Bellsbank,Valid,"Iron, IIG",38000,Found,1955,-28.08333,24.08333,9841,7910,Bellsbank
5040,5007,Belly River,Valid,H6,7900,Found,1943,49.5,-113,73072,7400,Belly River
5041,5008,Belmont,Valid,H6,25300,Found,1958,42.73333,-90.35,65912,7630000,Belmont
5042,5010,Ben Kesbes,Valid,H5,177,Found,1991,30.36194,5.30083,59395,106,Ben Kesbes
5043,5012,Benares (b),Valid,Iron,,Found,,25.33333,83,2023,90,Benares (b)
5044,5013,Bench Crater,Valid,C1-ung,,Found,1969,,,42228,16000,Bench Crater
5045,5014,Bencubbin,Valid,CBa,118000,Found,1930,-30.75,117.78333,32376,5810,Bencubbin
5046,5015,Bendegó,Valid,"Iron, IC",5.36e+06,Found,1784,-10.11667,-39.2,34906,1430,Bendegó
5047,5016,Bendock,Valid,Pallasite,27000,Found,1898,-37.15,148.91667,68123,319,Bendock
5048,5017,Benedict,Valid,"Iron, IIIAB",16380,Found,1970,41,-97.53333,50329,11700000,Benedict
5049,54854,Benešov (a),Valid,LL3.5,9.72,Found,2011,49.76667,14.63333,46417,1800,Benešov (a)
5050,54855,Benešov (b),Valid,H5,1.54,Found,2011,49.76667,14.63333,45726,6200,Benešov (b)
5051,5019,Beni Semguine,Valid,H5-an,18,Found,1998,30.16667,-5.66667,99972,117,Beni Semguine
5052,5020,Benjamin,Valid,H4/5,51800,Found,1969,33.58333,-99.8,31312,20000000,Benjamin
5053,5022,Bennett County,Valid,"Iron, IIAB",89000,Found,1934,43.5,-101.25,23958,5620,Bennett County
5054,5025,Benthullen,Valid,L6,17000,Found,1951,53.05,8.1,1861,1500,Benthullen
5055,5027,Berdyansk,Valid,L6,2250,Found,1843,46.75,36.81667,69842,24900,Berdyansk
5056,54851,Bernic Lake,Valid,"Iron, IAB-MG",9162,Found,2002,50.43845,-95.52937,29707,1560,Bernic Lake
5057,5030,Bethel (a),Valid,OC,18.3,Found,1968,34.23333,-103.38333,11164,3260,Bethel (a)
5058,5031,Bethel (b),Valid,H4,56.8,Found,1968,34.24667,-103.395,12174,507,Bethel (b)
5059,5033,Bethune,Valid,EH4/5,67,Found,1941,39.3,-102.41667,88467,2380000,Bethune
5060,30444,Beyneu,Valid,H6,45,Found,2001,45.4633,55.23497,5127,332,Beyneu
5061,52648,Biduna Blowhole,Valid,L4,103.4,Found,2009,-31.01667,131.31667,21281,202,Biduna Blowhole
5065,50765,Big Horn Mountains,Valid,H4,91.9,Found,2006,33.71333,-113.275,9768,10500,Big Horn Mountains
5066,5044,Big Rock Donga,Valid,H6,19000,Found,1970,-30.55,130.96667,41678,692,Big Rock Donga
5067,5046,Bilibino,Valid,"Iron, IIAB",1e+06,Found,1981,67.3,160.8,62025,23600,Bilibino
5068,5047,Billings,Valid,"Iron, IIIAB",24500,Found,1903,37.06667,-93.55,57528,1980000,Billings
5069,5048,Billygoat Donga,Valid,L6,893,Found,1962,-30.13333,126.36667,781,310,Billygoat Donga
5070,5049,Binda,Valid,Eucrite-cm,5400,Found,1912,-34.31667,149.38333,45442,72700,Binda
5071,5050,Bingera,Valid,"Iron, IIAB",10841,Found,1880,-29.88333,150.56667,35980,3030,Bingera
5072,55546,Binneringie,Valid,H5,9056,Found,1946,-31.4875,122.12389,93997,215,Binneringie
5073,5052,Binya,Valid,"Iron, IIIF",11300,Found,1981,-34.225,146.38167,92379,51700,Binya
5074,5053,Bir Hadi,Valid,H5,855,Found,1958,19.41667,51.03333,60201,228,Bir Hadi
5075,5054,Bir Rebaa,Valid,H6,7200,Found,1993,31.66667,8.41667,38276,105,Bir Rebaa
5076,48983,Bi'r Tazit,Valid,CK6,46,Found,1998,25.57117,12.37117,5334,10,Bi'r Tazit
5077,48904,Bir Zar,Valid,H6,627,Found,2008,31.481,9.84069,68997,1920,Bir Zar
5086,5057,Bischtübe,Valid,"Iron, IAB-sLL",48250,Found,1888,51.95,62.2,69898,148,Bischtübe
5087,5058,Bishop Canyon,Valid,"Iron, IVA",8600,Found,1912,38,-108.5,10370,1070,Bishop Canyon
5088,5061,Bison,Valid,LL6,11000,Found,1958,38.30667,-99.71,54830,5280000,Bison
5089,5062,Bitburg,Valid,"Iron, IAB complex",1.5e+06,Found,1805,49.96667,6.53333,39116,4550,Bitburg
5090,5066,Black Mountain,Valid,"Iron, IAB-MG",800,Found,1839,35.58333,-82.35,15827,103000,Black Mountain
5091,32765,Black Rock,Valid,L6,152,Found,2003,40.86717,-119.18352,81541,362000,Black Rock
5092,5067,Blackwater Draw,Valid,H4,1500,Found,1979,34.20583,-103.22222,89820,4920,Blackwater Draw
5093,5069,Blackwood Creek,Valid,H6,67,Found,1998,40.5,-101.08333,97966,1800,Blackwood Creek
5094,5070,Blaine Lake,Valid,L6,1896.4,Found,1974,52.77,-106.89667,29480,21200,Blaine Lake
5095,56564,Blakeman,Valid,L4,113.7,Found,1983,39.91667,-101.2,73913,139000,Blakeman
5096,45973,Blanca Estela,Valid,"Iron, IAB complex",15600,Found,2002,-25,-69.5,69436,1390,Blanca Estela
5097,5074,Bledsoe,Valid,H4,30500,Found,1970,33.59167,-103.02667,26111,2630000,Bledsoe
5098,5075,Blithfield,Valid,EL6,1830,Found,1910,45.5,-77,27124,14500,Blithfield
5099,45972,Blue Eagle,Valid,R3-6,70,Found,2006,38.66167,-115.51833,87126,191000,Blue Eagle
5100,5077,Blue Tier,Valid,Iron,1400,Found,1890,-41.18333,148.03333,35528,38300,Blue Tier
5101,30445,Bluebird,Valid,L6,3650,Found,2002,35.8675,-114.19167,94256,2670000,Bluebird
5102,5078,Bluewater,Valid,"Iron, IIIAB",9540,Found,1946,35.26667,-107.96667,32261,2540000,Bluewater
5103,5079,Bluewing,Valid,Eucrite-mmict,6.1,Found,2000,40.2495,-118.93683,44295,23700,Bluewing
5120,5087,Bluff (a),Valid,L5,153300,Found,1878,29.87861,-96.87222,529,36000,Bluff (a)
5121,5088,Bluff (b),Valid,L4,16000,Found,1917,29.86306,-96.92667,85396,615,Bluff (b)
5122,5089,Blumenau,Valid,"Iron, IVA",,Found,1986,-26.92383,-49.05883,23433,655000,Blumenau
5123,5091,Boaz (stone),Valid,H5,1800,Found,1968,33.65167,-103.70833,18431,87,Boaz (stone)
5124,5092,Bocaiuva,Valid,"Iron, ungrouped",64000,Found,1965,-17.16667,-43.83333,23603,41400,Bocaiuva
5125,5094,Bodaibo,Valid,"Iron, IVA",15900,Found,1907,57.85,114.2,99262,19000,Bodaibo
5126,5095,Boerne,Valid,H6,1100,Found,1932,29.8,-98.8,90127,440000,Boerne
5127,5096,Bogoslovka,Valid,H5,2180,Found,1948,52.5,68.8,35148,13700,Bogoslovka
5128,5099,Bohumilitz,Valid,"Iron, IAB-MG",59000,Found,1829,49.05,13.76667,17530,722,Bohumilitz
5129,5100,Bolivia,Valid,"Iron, IAB-MG",21250,Found,1896,,,34439,14700000,Bolivia
5130,5101,Bolshaya Korta,Valid,H5,1593,Found,1939,57.63333,83.36667,87739,125,Bolshaya Korta
5131,5102,Bond Springs,Valid,H6,6.2,Found,1898,-23.5,133.83333,46287,12000,Bond Springs
5132,5103,Bondoc,Valid,Mesosiderite-B4,888600,Found,1956,13.51667,122.45,93125,5370,Bondoc
5133,5104,Bonita Springs,Valid,H5,41800,Found,1938,26.26667,-81.75,74412,508000,Bonita Springs
5134,5105,Bonnie Claire,Valid,H5,23.03,Found,1998,37.21667,-117.08333,69873,1250,Bonnie Claire
5136,5107,Boogaldi,Valid,"Iron, IVA",2000,Found,1900,-31.15,149.11667,51819,317,Boogaldi
5137,5108,Boolka,Valid,H5,12000,Found,1968,-30.06667,141.06667,43760,1920,Boolka
5138,5109,Boorabie,Valid,H5,381,Found,1977,-29.46667,128.35,75030,130,Boorabie
5139,5115,Borrego,Valid,L6,2126,Found,1930,33.26667,-116.38333,74675,2350000,Borrego
5140,5116,Botetourt County,Valid,Iron,500,Found,1850,37.5,-79.75,2417,13800,Botetourt County
5141,53812,Bou Azarif,Valid,H5,100000,Found,2010,31.15643,-5.15262,47115,113,Bou Azarif
5142,5118,Bou Hadid,Valid,L,374,Found,1969,28.3125,0.23333,46733,100,Bou Hadid
5143,5119,Bou Kra,Valid,H6,130,Found,2001,26.6325,-12.81025,44366,181,Bou Kra
5148,52888,Bouanane,Valid,L6,1395,Found,2009,31.98333,-3.2,49889,528,Bouanane
5149,52852,Boulder Mine,Valid,L5,1560,Found,2008,34.685,-114.323,34667,1910,Boulder Mine
5150,47701,Bouri,Valid,H4,9100,Found,1996,10.26667,40.56667,16386,16500,Bouri
5151,35487,Bouse,Valid,L4-6,147.4,Found,2004,33.96667,-114.06667,57372,1500000,Bouse
5152,5120,Bouvante,Valid,Eucrite-mmict,8300,Found,1978,44.92222,5.26778,57996,3630,Bouvante
5153,5122,Bowden,Valid,H5,603,Found,1907,-33,26.4,45436,1800000,Bowden
5154,5123,Bowden Névé,Valid,H6,140.6,Found,1985,-83.5,165,84637,317,Bowden Névé
5155,5124,Bowesmont,Valid,L6,2270,Found,1962,48.68333,-97.16667,71439,1470,Bowesmont
5156,5125,Bowesmont (b),Valid,L5,1300,Found,1972,48.78333,-97.35,75938,95,Bowesmont (b)
5157,5126,Boxhole,Valid,"Iron, IIIAB",500000,Found,1937,-22.61667,135.2,49092,2040,Boxhole
5158,5127,Brachina,Valid,Brachinite,202.9,Found,1974,-31.3,138.38333,67956,3760,Brachina
5159,5129,Brady,Valid,L6,927,Found,1937,31.05,-99.46667,38428,7470000,Brady
5160,5130,Brahin,Valid,"Pallasite, PMG",823000,Found,1810,52.5,30.33333,95734,17300,Brahin
5161,5131,Brainard,Valid,"Iron, IIIAB",138300,Found,1978,41.15333,-96.955,85952,528000,Brainard
5162,5132,Brandon,Valid,L6/7,7580,Found,1975,40.81,-101.80167,99167,13000000,Brandon
5163,5136,Brenham,Valid,"Pallasite, PMG-an",4.3e+06,Found,1882,37.5825,-99.16361,50925,34200,Brenham
5164,5137,Brewster,Valid,L6,17000,Found,1940,39.25,-101.33333,43146,3540000,Brewster
5165,5139,Bridgewater,Valid,"Iron, IID",13600,Found,1890,35.71667,-81.86667,31206,2270000,Bridgewater
5166,5141,Briggsdale,Valid,"Iron, IIIAB",2230,Found,1949,40.66667,-104.31667,63315,20700,Briggsdale
5167,5142,Briscoe,Valid,L5,1773,Found,1940,34.35,-101.4,43107,3820000,Briscoe
5168,5143,Bristol,Valid,"Iron, IVA",20000,Found,1937,36.56667,-82.18333,9721,14200000,Bristol
5169,5144,Britstown,Valid,"Iron, IAB-ung",544,Found,1910,-30.58333,23.55,48555,10400,Britstown
5170,5145,Broken Bow,Valid,H4,6800,Found,1937,41.43333,-99.7,55805,302000,Broken Bow
5171,5146,Broken Hill,Valid,L6,34000,Found,1994,-31.83333,141.76667,82960,881000,Broken Hill
5172,5147,Bronco,Valid,OC,972,Found,1971,33.28333,-102.96667,17644,4540000,Bronco
5173,5148,Bronco (b),Valid,OC,101,Found,1980,33.275,-102.96,80777,322,Bronco (b)
5174,5149,Bronco (c),Valid,OC,53,Found,1980,33.275,-102.96,86400,5440,Bronco (c)
5175,5150,Brownell,Valid,L6,2000,Found,1971,38.69667,-99.70833,78472,922000,Brownell
5176,5151,Brownfield (1937),Valid,H3.7,40960,Found,1937,33.21667,-102.18333,51966,313,Brownfield (1937)
5177,5152,Brownfield (1964),Valid,H5,4100,Found,1964,33.21667,-102.18333,39224,209,Brownfield (1964)
5178,5153,Brownfield (c),Valid,OC,1550,Found,1974,33.135,-102.27833,31945,107,Brownfield (c)
5179,5154,Brownfield (iron),Valid,"Iron, IID",1626,Found,1960,33.21667,-102.18333,15467,106,Brownfield (iron)
5180,5155,Bruceville,Valid,L6,83000,Found,1998,38.295,-121.405,55062,16600,Bruceville
5181,5157,Brunflo,Relict,Relict H,,Found,1980,63.11667,14.28333,71689,15300,Brunflo
5182,5158,Bruno,Valid,"Iron, IIAB",13000,Found,1931,52.26667,-105.35,17081,821000,Bruno
5183,30446,Buck Mountain Wash,Valid,H3-5,798,Found,2004,34.72453,-114.20883,2975,3420,Buck Mountain Wash
5184,35488,Buck Mountains,Valid,H6,50,Found,2004,34.73245,-114.22257,1153,614,Buck Mountains
5189,5160,Buckleboo,Valid,H6,992,Found,1963,-32.95556,136.1375,61416,2200,Buckleboo
5190,56774,Buckley Island,Valid,L6,374.5,Found,2010,0,0,97836,498,Buckley Island
5219,5161,Budulan,Valid,Mesosiderite-B4,100000,Found,1962,50.56667,114.9,2763,2370,Budulan
5220,5162,Buenaventura,Valid,"Iron, IIIAB",113600,Found,1969,29.8,-107.55,6197,476000,Buenaventura
5221,51831,Buffalo Gap,Valid,"Iron, IAB-ung",9300,Found,2003,32.24611,-99.99306,63846,54800,Buffalo Gap
5222,5164,Bunjil,Valid,L6,38750,Found,1971,-29.62917,116.48222,94969,1530,Bunjil
5223,54611,Bunker Hill,Valid,L6,28000,Found,2002,38.84833,-98.72383,19409,2980000,Bunker Hill
5224,5166,Bur-Abor,Valid,"Iron, IIIAB",290000,Found,1997,3.98333,41.65,81306,734,Bur
5225,5167,Burdett,Valid,H5,8600,Found,1940,38.23333,-99.53333,10876,353000,Burdett
5226,5168,Burgavli,Valid,"Iron, IAB-MG",24900,Found,1941,66.4,137.46667,52227,301,Burgavli
5227,5170,Burkett,Valid,"Iron, IAB-MG",8400,Found,1913,32.03333,-99.25,99790,742000,Burkett
5228,5171,Burkhala,Valid,"Iron, IAB-ung",1825,Found,1983,63.8,149,52386,284,Burkhala
5229,5172,Burlington,Valid,"Iron, IIIE",68000,Found,1819,42.75,-75.18333,82524,4240000,Burlington
5230,5173,Burnabbie,Valid,H5,2515,Found,1965,-32.05,126.16667,98092,231,Burnabbie
5231,57342,Burns,Valid,"Iron, IIIAB",18400,Found,2003,39.86667,-106.88333,76534,1170000,Burns
5232,5174,Burns Flat,Valid,L6,1987,Found,1971,35.33333,-99.15,95801,9180,Burns Flat
5233,5176,Burrika,Valid,L6,20.4,Found,1966,-31.96667,125.83333,53698,118,Burrika
5234,45985,Burstall,Valid,"Iron, IAB complex",360,Found,1992,50.65,-109.9,18440,25700,Burstall
5235,5179,Bushman Land,Valid,"Iron, IVA",3000,Found,1933,-30,20,55100,1580,Bushman Land
5236,5180,Bushnell,Valid,H4,1240,Found,1939,41.23333,-103.9,11405,2120000,Bushnell
5237,5182,Butler,Valid,"Iron, ungrouped",41000,Found,1874,38.3,-94.36667,20111,16500000,Butler
5238,5188,Cacaria,Valid,"Iron, IIIAB",41400,Found,1867,24.5,-104.8,46640,391,Cacaria
5239,5189,Cachari,Valid,Eucrite-mmict,23500,Found,1916,-36.4,-59.5,87220,1650,Cachari
5240,5190,Cachiyuyal,Valid,"Iron, IIIE",2500,Found,1874,-25,-69.5,20884,270,Cachiyuyal
5241,5191,Cacilandia,Valid,H6,,Found,,,,11116,77,Cacilandia
5242,5192,Caddo County,Valid,"Iron, IAB-ung",18000,Found,1987,35,-98.33333,38390,30800,Caddo County
5243,5193,Cadell,Valid,L6,3290,Found,1910,-34.06667,139.75,96769,266000,Cadell
5244,5194,Calcalong Creek,Valid,Lunar (anorth),19,Found,1960,-26.45,120.36667,90202,1460,Calcalong Creek
5245,5196,Caldera,Valid,Eucrite-mmict,500,Found,1967,-27.05,-70.8,96135,10200000,Caldera
5246,5197,Caldwell,Valid,L-imp melt,12900,Found,1961,37.03333,-97.625,21925,4480000,Caldwell
5247,54446,Caleta el Cobre,Valid,H6,9,Found,2010,-24.266,-70.03333,15451,197,Caleta el Cobre
5266,5198,Calico Rock,Valid,"Iron, IIAB",7275,Found,1938,36.08333,-92.15,82825,19100,Calico Rock
5267,5199,California,Valid,"Iron, IAB-sLL",,Found,,,,8507,4540000,California
5268,5201,Calliham,Valid,L6,40000,Found,1958,28.41667,-98.25,34953,3990,Calliham
5269,5203,Cambria,Valid,"Iron, ungrouped",16300,Found,1818,43.2,-78.8,95530,891000,Cambria
5270,5204,Camel Donga,Valid,Eucrite-mmict,25000,Found,1984,-30.31667,126.61667,99948,6440,Camel Donga
5323,53490,Camp Creek,Valid,H4,3016,Found,2009,33.88098,-111.78558,99079,635000,Camp Creek
5324,51830,Camp Wood,Valid,"Iron, IIIAB",148000,Found,1960s,29.7725,-99.875,382,115000,Camp Wood
5325,5245,Campbellsville,Valid,"Iron, IIIAB",15400,Found,1929,37.36667,-85.36667,79728,111000,Campbellsville
5326,52093,Campinorte,Valid,"Iron, ungrouped",2e+06,Found,1992,-14.258,-49.15917,54273,27700,Campinorte
5327,5246,Campo de Pucara (iron),Valid,Iron,41,Found,1879,-27.66667,-67.11667,11679,65,Campo de Pucara (iron)
5328,5247,Campo del Cielo,Valid,"Iron, IAB-MG",5e+07,Found,1576,-27.46667,-60.58333,66593,86600,Campo del Cielo
5329,5254,Canton,Valid,"Iron, IIIAB",7030,Found,1894,34.2,-84.48333,22056,4170000,Canton
5330,5255,Canyon,Valid,H?,860,Found,1957,34.96667,-101.93333,56304,2030000,Canyon
5331,5256,Canyon City,Valid,"Iron, IIIAB",8600,Found,1875,40.9,-123.1,55850,813000,Canyon City
5332,5257,Canyon Diablo,Valid,"Iron, IAB-MG",3e+07,Found,1891,35.05,-111.03333,681,93800,Canyon Diablo
5333,5258,Canyonlands,Valid,H6,1520,Found,1961,38.18333,-109.88333,4736,901000,Canyonlands
5334,5261,Cape of Good Hope,Valid,"Iron, IVB",136000,Found,1793,-33.5,26,42557,70700,Cape of Good Hope
5335,5262,Cape York,Valid,"Iron, IIIAB",5.82e+07,Found,1818,76.13333,-64.93333,39377,38500,Cape York
5336,5263,Caperr,Valid,"Iron, IIIAB",113900,Found,1869,-45.28333,-70.48333,31498,515,Caperr
5337,30449,Capot Rey,Valid,H5,38000,Found,2004,20.12593,10.2056,36591,8070,Capot Rey
5338,5266,Carbo,Valid,"Iron, IID",454000,Found,1923,29.66667,-111.5,84884,104000,Carbo
5339,5267,Carcote,Valid,H5,392,Found,1888,-24,-69,20769,1020,Carcote
5340,5268,Cardanumbi,Valid,L5,6.4,Found,1966,-32.1,125.68333,98377,123,Cardanumbi
5341,50912,Cargo Muchacho Mountains,Valid,CO3,2860,Found,2000,32.91745,-114.767183,52412,586,Cargo Muchacho Mountains
5342,5270,Carichic,Valid,H5,17000,Found,1983,27.93333,-107.05,86426,298,Carichic
5343,5271,Carlisle Lakes,Valid,R3.8,49.5,Found,1977,-29.16667,127.08333,79417,1050,Carlisle Lakes
5348,5277,Carlton,Valid,"Iron, IAB-sLM",81200,Found,1887,31.91667,-98.03333,11165,7580000,Carlton
5349,5278,Carnegie,Valid,L6,132700,Found,1963,35.16667,-98.64389,26032,396000,Carnegie
5350,5279,Caroline,Valid,H5,800,Found,1941,-37.98333,140.98333,33108,11000000,Caroline
5351,5281,Carraweena,Valid,L3.9,31600,Found,1914,-29.23333,139.93333,83639,437,Carraweena
5352,5282,Carthage,Valid,"Iron, IIIAB",127000,Found,1840,36.26667,-85.98333,67774,20000000,Carthage
5353,5283,Cartoonkana,Valid,L6,294,Found,1914,-29.75,141.03333,37028,145,Cartoonkana
5354,5284,Carver,Valid,"Iron, IIAB",94000,Found,1935,32,-86,20570,4750000,Carver
5355,5285,Casas Grandes,Valid,"Iron, IIIAB",1.545e+06,Found,1867,30.4,-107.8,11528,2510,Casas Grandes
5356,5286,Casey County,Valid,"Iron, IAB-MG",723,Found,1877,37.25,-85,38663,6810,Casey County
5357,5287,Cashion,Valid,H4,5896.8,Found,1936,35.84778,-97.70333,87830,508000,Cashion
5358,5288,Casilda,Valid,H5,5250,Found,1937,-33.1,-61.13333,55264,91600,Casilda
5359,5289,Casimiro de Abreu,Valid,"Iron, IIIAB",25000,Found,1947,-22.46667,-42.21667,23546,94100,Casimiro de Abreu
5360,30450,Castenaso,Valid,L5,120,Found,2003,44.495,11.35556,50001,14500,Castenaso
5361,5294,Castray River,Valid,Iron,10,Found,1899,-41.5,145.41667,99126,210,Castray River
5362,5297,Cat Mountain,Valid,L5,2700,Found,1981,32.14833,-111.11167,85660,3480,Cat Mountain
5363,55756,Catalina,Valid,LL3,61.1,Found,2010,-25.23333,-69.71667,16401,2650000,Catalina
5396,5298,Catherwood,Valid,L6,3920,Found,1965,51.965,-107.43833,43442,32200,Catherwood
5397,5299,Cave Creek,Valid,H4,1492,Found,1992,31.7045,-110.77917,79555,1330000,Cave Creek
5398,5300,Cavour,Valid,H6,26210,Found,1938,44.221494,-98.059192,29507,375000,Cavour
5399,5302,Cedar (Kansas),Valid,H6,4900,Found,1937,39.7,-98.98333,54313,410,Cedar (Kansas)
5400,5303,Cedar (Texas),Valid,H4,26000,Found,1900,29.82806,-96.90861,64441,233,Cedar (Texas)
5401,5304,Cedartown,Valid,"Iron, IIAB",11300,Found,1898,34.01667,-85.26667,61603,66500,Cedartown
5402,5305,Cee Vee,Valid,H5,3600,Found,1959,34.2,-100.48333,61367,6950,Cee Vee
5403,5309,Cerro del Inca,Valid,"Iron, IIIF",20600,Found,1997,-22.21667,-68.90833,52747,3180,Cerro del Inca
5404,44877,Cerro La Tiza,Valid,H4,3740,Found,2002,-14.53321,-75.77511,31146,106,Cerro La Tiza
5405,5310,Cerro los Calvos,Valid,H4-an,68,Found,1986,24.33333,-102.13333,36754,36,Cerro los Calvos
5406,5317,Chamberlin,Valid,H5,2400,Found,1941,36.2,-102.45,40323,1030000,Chamberlin
5407,5318,Chambord,Valid,"Iron, IIIAB",6600,Found,1904,48.45,-72.06667,9990,1400000,Chambord
5408,5319,Chañaral,Valid,"Iron, IIIAB",1207,Found,1884,-26.5,-70.25,96898,10500,Chañaral
5409,53491,Chandler,Valid,L6,350.4,Found,2009,33.24558,-111.89633,45312,9770000,Chandler
5410,5323,Changxing,Valid,H5,27900,Found,1964,31.33333,121.66667,43984,318000,Changxing
5411,5324,Channing,Valid,H5,15300,Found,1936,35.71667,-102.28333,37072,4170000,Channing
5412,5326,Charcas,Valid,"Iron, IIIAB",1.4e+06,Found,1804,23.08333,-101.01667,36464,129000,Charcas
5413,5333,Chaunskij,Valid,Mesosiderite-an,1990,Found,1985,69.1,172.6,72202,998,Chaunskij
5414,5335,Chebankol,Valid,"Iron, IAB-sHL",127760,Found,1938,53.66667,88,59469,174,Chebankol
5415,5336,Cheder,Valid,"Iron, IID",5390,Found,2003,51.53333,94.6,42132,50000,Cheder
5416,5343,Chesterville,Valid,"Iron, IIAB",16500,Found,1849,34.7,-81.2,5740,79000,Chesterville
5417,44706,Chicago Valley,Valid,L5,26,Found,2004,36.00217,-116.19633,724,247,Chicago Valley
5418,5346,Chico,Valid,L6,104800,Found,1954,36.5,-104.2,48150,811000,Chico
5419,5347,Chico Hills,Valid,H4,8030,Found,1951,36,-104.5,6287,620,Chico Hills
5420,5348,Chico Mountains,Valid,"Iron, IIAB",212,Found,1915,29,-103.25,35503,120,Chico Mountains
5421,5350,Chihuahua City,Valid,"Iron, IC",54000,Found,1929,28.66667,-106.11667,25601,13300,Chihuahua City
5422,5351,Chilkoot,Valid,"Iron, IIIAB",43000,Found,1881,59.33333,-136,93419,117000,Chilkoot
5423,5352,Chinautla,Valid,"Iron, IVA-an",5720,Found,1902,14.5,-90.5,8119,10700,Chinautla
5424,5353,Chinga,Valid,"Iron, ungrouped",209400,Found,1913,51.05833,94.4,55784,33200,Chinga
5425,5354,Chinguetti,Valid,Mesosiderite-B1,4050,Found,1920,20.25,-12.68333,37100,5990,Chinguetti
5426,52013,Chocolate Mountains,Valid,Ureilite,699,Found,2004,33.01222,-114.86667,27695,15200,Chocolate Mountains
5427,5360,Choolkooning,Valid,L6,2000,Found,1991,-29.91667,129.83333,53054,266,Choolkooning
5428,5361,Chuckwalla,Valid,"Iron, IAB-MG",1802,Found,1992,35.25,-118.09067,53998,38500,Chuckwalla
5429,5362,Chulafinnee,Valid,"Iron, IIIAB",16220,Found,1873,33.5,-85.66667,27233,1120,Chulafinnee
5430,5363,Chupaderos,Valid,"Iron, IIIAB",2.43e+07,Found,1852,27,-105.1,9401,27300,Chupaderos
5431,5365,Cimarron,Valid,CM2,,Found,1948,37.85,-100.35,79446,19900000,Cimarron
5432,5366,Cincinnati,Valid,"Iron, IIAB",1500,Found,1870,39.11667,-84.5,91571,476000,Cincinnati
5433,5367,Circle Back,Valid,L6,2268,Found,1977,34.02806,-102.68,20303,105000,Circle Back
5434,5369,Clarendon (a),Valid,H5,1964,Found,1979,34.905,-100.91333,33382,1320,Clarendon (a)
5435,5370,Clarendon (b),Valid,H5,26.8,Found,1981,34.93611,-100.94167,89343,229,Clarendon (b)
5436,5371,Clareton,Valid,L6,1050,Found,1931,43.7,-104.7,57352,4380,Clareton
5437,5372,Clarion,Valid,H4,20,Found,1986,12.5,-137.7,94951,12500000,Clarion
5438,5373,Clark County,Valid,"Iron, IIIF",11300,Found,1937,38,-84.16667,87565,2810000,Clark County
5439,5375,Claytonville,Valid,L5,15600,Found,1964,34.34667,-101.49,77597,2590,Claytonville
5440,5376,Claytonville (b),Valid,OC,5136,Found,1978,34.34833,-101.65833,68709,75,Claytonville (b)
5441,5377,Cleburne,Valid,"Iron, IVA",6800,Found,1907,32.31667,-97.41667,69065,756000,Cleburne
5442,5378,Cleo Springs,Valid,H4,24000,Found,1960,36.43333,-98.43333,84098,8300,Cleo Springs
5443,5379,Cleveland,Valid,"Iron, IIIAB",115000,Found,1860,34.88333,-84.78333,86752,1010000,Cleveland
