id,idx,name,nametype,recclass,mass,fall,year,reclat,reclong,impact
901,23504,Sete Lagoas,Valid,H4,350,Fell,1908,-19.46667,-44.21667,30727
902,23508,Sevilla,Valid,LL4,180,Fell,1862,37.41667,-6,98294
903,23509,Sevrukovo,Valid,L5,101000,Fell,1874,50.61667,36.6,86800
904,23512,Sfax,Valid,L6,7000,Fell,1989,34.75,10.71667,2487
905,23521,Shalka,Valid,Diogenite,4000,Fell,1850,23.1,87.3,70350
906,23525,Sharps,Valid,H3.4,1265,Fell,1921,37.83333,-76.7,86836
907,23529,Shelburne,Valid,L5,18600,Fell,1904,44.05,-80.16667,22046
908,23530,Shergotty,Valid,Martian (shergottite),5000,Fell,1865,24.55,84.83333,29508
909,23531,Sheyang,Valid,L6,605,Fell,1976,33.65,120.06667,24334
910,23534,Shikarpur,Valid,L6,3679.7,Fell,1921,25.85,87.5775,58011
911,23582,Shuangyang,Valid,H5,3900,Fell,1971,43.5,125.66667,77786
912,23583,Shupiyan,Valid,H6,5000,Fell,1912,33.71667,74.83333,34242
913,23584,Shytal,Valid,L6,3200,Fell,1863,24.33333,90.16667,96184
914,23586,Siena,Valid,LL5,3700,Fell,1794,43.11667,11.6,40381
915,23593,Sikhote-Alin,Valid,"Iron, IIAB",2.3e+07,Fell,1947,46.16,134.65333,55798
916,23594,Silao,Valid,H5,1710,Fell,1995,20.93333,-101.38333,76125
917,55584,Silistra,Valid,Achondrite-ung,0.15,Fell,1917,44.11667,27.26667,83643
918,23603,Simmern,Valid,H5,1222,Fell,1920,49.98333,7.53333,35529
919,23606,Sinai,Valid,L6,1455,Fell,1916,30.9,32.48333,93287
920,23611,Sindhri,Valid,H5,8400,Fell,1901,26.21667,69.55,99067
921,23613,Sinnai,Valid,H6,2000,Fell,1956,39.3,9.2,84846
922,23614,Sioux County,Valid,Eucrite-mmict,4100,Fell,1933,42.58333,-103.66667,27189
923,23616,Sitathali,Valid,H5,1600,Fell,1875,20.91667,82.58333,46681
924,23617,Sivas,Valid,H6,40000,Fell,1989,39.82467,36.13583,21102
925,23619,Sixiangkou,Valid,L5,630,Fell,1989,32.43333,119.86667,93965
926,23621,Ski,Valid,L6,850,Fell,1848,59.73333,10.86667,58469
927,23626,Slavetic,Valid,H5,1708,Fell,1868,45.68333,15.6,92210
928,23645,Slobodka,Valid,L4,2750,Fell,1818,55,35,13526
929,23660,Soheria,Valid,OC,72.9,Fell,1960,27.13333,84.06667,911
930,23661,Soko-Banja,Valid,LL4,80000,Fell,1877,43.66667,21.86667,51974
931,23663,Sologne,Valid,H5,54,Fell,1860,47.36667,1.73333,98831
932,53829,Sołtmany,Valid,L6,1066,Fell,2011,54.00883,22.005,28233
933,23667,Sone,Valid,H5,17100,Fell,1866,35.16667,135.33333,98806
934,23668,Songyuan,Valid,L6,36900,Fell,1993,45.25,125,82472
935,23670,Sopot,Valid,OC,958,Fell,1927,44.41667,23.5,72419
936,23671,Soroti,Valid,"Iron, ungrouped",2050,Fell,1945,1.7,33.63333,24619
937,23081,St. Caprais-de-Quinsac,Valid,L6,360,Fell,1883,44.75,0.05,77013
938,23082,St. Christophe-la-Chartreuse,Valid,L6,5500,Fell,1841,46.95,-1.5,44325
939,23083,St. Denis Westrem,Valid,L6,700,Fell,1855,51.05,3.75,84596
940,23087,St. Germain-du-Pinel,Valid,H6,4000,Fell,1890,48.01667,-1.15,62535
941,23089,St. Louis,Valid,H4,1000,Fell,1950,38.7,-90.23333,65859
942,23090,St. Mark's,Valid,EH5,13780,Fell,1903,-32.01667,27.41667,24810
943,23091,St. Mary's County,Valid,LL3.3,24.3,Fell,1919,38.16667,-76.38333,69866
944,23092,St. Mesmin,Valid,LL6,8300,Fell,1866,48.45,3.93333,33428
945,23093,St. Michel,Valid,L6,17000,Fell,1910,61.65,27.2,23282
946,23097,St.-Chinian,Valid,L6,134.3,Fell,1959,43.43333,2.95,78436
947,23712,Ställdalen,Valid,H5,34000,Fell,1876,59.93333,14.95,72155
948,23713,Stannern,Valid,Eucrite-mmict,52000,Fell,1808,49.28333,15.56667,48640
949,23717,Stavropol,Valid,L6,1500,Fell,1857,45.05,41.98333,13711
950,23099,Ste. Marguerite,Valid,H4,4960,Fell,1962,50.76667,3,46180
951,23724,Sterlitamak,Valid,"Iron, IIIAB",325000,Fell,1990,53.66667,55.98333,99809
952,23726,Stolzenau,Valid,Stone-uncl,,Fell,1647,52.53333,9.05,57408
953,23728,Stratford,Valid,L6,50,Fell,1974,41.2,-73.13333,8610
954,23729,Strathmore,Valid,L6,13400,Fell,1917,56.58333,-3.25,61137
955,23732,Stretchleigh,Valid,Stone-uncl,10400,Fell,1623,50.38333,-3.95,34699
956,23733,St-Robert,Valid,H5,25400,Fell,1994,45.96861,-72.97806,12019
957,23736,Success,Valid,L6,3500,Fell,1924,36.48333,-90.66667,27697
958,23737,Suchy Dul,Valid,L6,815.3,Fell,1969,50.53806,16.26333,94856
959,23738,Suizhou,Valid,L6,260000,Fell,1986,31.61667,113.46667,80887
960,48951,Sulagiri,Valid,LL6,110000,Fell,2008,12.66667,78.03333,87575
961,23741,Sultanpur,Valid,L/LL6,1710.5,Fell,1916,25.93333,84.28333,96734
962,23745,Sungach,Valid,H5,637,Fell,1935,44.86667,133.16667,41707
963,23760,Supuhee,Valid,H6,7235,Fell,1865,26.71667,84.21667,64832
964,55529,Sutter's Mill,Valid,C,992.5,Fell,2012,38.80389,-120.90806,75063
965,23773,Sylacauga,Valid,H4,5560,Fell,1954,33.18836,-86.2945,70641
966,23776,Tabor,Valid,H5,7540,Fell,1753,49.4,14.65,53522
967,23778,Tadjera,Valid,L5,9000,Fell,1867,36.18333,5.41667,77069
968,23782,Tagish Lake,Valid,C2-ung,10000,Fell,2000,59.70444,-134.20139,97972
969,23784,Tahara,Valid,H4/5,1000,Fell,1991,34.72,137.305,23512
970,23789,Takenouchi,Valid,H5,720,Fell,1880,35.38333,134.9,64852
971,23791,Talampaya,Valid,Eucrite-cm,1421,Fell,1995,,,4583
972,23795,Tambakwatu,Valid,L6,10500,Fell,1975,-7.75,112.76667,67656
973,48691,Tamdakht,Valid,H5,100000,Fell,2008,31.16333,-7.015,61071
974,23801,Tané,Valid,L5,905,Fell,1918,35.43333,136.23333,10400
975,23873,Taonan,Valid,L5,3850,Fell,1965,45.4,122.9,54253
976,23884,Tatahouine,Valid,Diogenite,12000,Fell,1931,32.95,10.41667,71699
977,23885,Tathlith,Valid,L6,2500,Fell,1967,19.38333,43.73333,91118
978,23887,Tauk,Valid,L6,6000,Fell,1929,35.13333,44.45,44045
979,23888,Tauti,Valid,L6,21000,Fell,1937,46.71667,23.5,58167
980,23897,Tenham,Valid,L6,160000,Fell,1879,-25.73333,142.95,20313
981,23898,Tennasilm,Valid,L4,28500,Fell,1872,58.03333,26.95,19241
982,23908,Thal,Valid,H6,342,Fell,1950,33.4,70.6,77077
983,54493,Thika,Valid,L6,14200,Fell,2011,-1.00278,37.15028,99946
984,23976,Thuathe,Valid,H4/5,45300,Fell,2002,-29.33333,27.58333,61494
985,23984,Tianzhang,Valid,H5,2232,Fell,1986,32.94667,118.99,5553
986,23989,Tieschitz,Valid,H/L3.6,28000,Fell,1878,49.6,17.11667,97503
987,23998,Tilden,Valid,L6,74800,Fell,1927,38.2,-89.68333,85500
988,23999,Tillaberi,Valid,L6,3000,Fell,1970,14.25,1.53333,60414
989,24004,Timochin,Valid,H5,65500,Fell,1807,54.5,35.2,60802
990,24009,Tirupati,Valid,H6,230,Fell,1934,13.63333,79.41667,28963
991,54823,Tissint,Valid,Martian (shergottite),7000,Fell,2011,29.48195,-7.61123,46280
992,24011,Tjabe,Valid,H6,20000,Fell,1869,-7.08333,111.53333,60650
993,24012,Tjerebon,Valid,L5,16500,Fell,1922,-6.66667,106.58333,43751
994,24019,Tomakovka,Valid,LL6,600,Fell,1905,47.85,34.76667,10195
995,24020,Tomatlan,Valid,H6,900,Fell,1879,20.16667,-105.21667,55006
996,24023,Tomita,Valid,L,600,Fell,1916,34.5,133.75,80392
997,24024,Tomiya,Valid,H4/5,27.5,Fell,1984,38.36667,140.86556,47136
998,24026,Tonk,Valid,CI1,7.7,Fell,1911,24.65,76.86667,10038
999,24029,Torino,Valid,H6,977,Fell,1988,45.06667,7.66667,70124
1000,24032,Torrington,Valid,H6,259.1,Fell,1944,42.06667,-104.16667,97198
1001,24036,Toulouse,Valid,H6,1030,Fell,1812,43.6,1.4,33999
1002,24037,Tounkin,Valid,OC,2000,Fell,1824,51.73333,102.53333,89210
1003,24038,Tourinnes-la-Grosse,Valid,L6,14500,Fell,1863,50.78333,4.76667,10846
1004,24042,Trebbin,Valid,LL6,1250,Fell,1988,52.21667,13.16667,24669
1005,24046,Trenzano,Valid,H3/4,11800,Fell,1856,45.46667,10,10256
1006,24050,Treysa,Valid,"Iron, IIIAB-an",63000,Fell,1916,50.91667,9.18333,92865
1007,24053,Tromøy,Valid,H,357.4,Fell,1950,58.47333,8.86667,10422
1008,24054,Troup,Valid,L6,1020,Fell,1917,32.16667,-95.1,67416
1009,24057,Trysil,Valid,L/LL6,640,Fell,1927,61.3,12.3,50308
1010,24059,Tsukuba,Valid,H5-6,800,Fell,1996,36.06333,140.145,4658
1011,24060,Tuan Tuc,Valid,L6,13100,Fell,1921,9.66667,105.66667,34398
1012,24062,Tugalin-Bulen,Valid,H6,10000,Fell,1967,45.46667,105.38333,54652
1013,24071,Tulung Dzong,Valid,Stone-uncl,,Fell,1944,30,90.75,48724
1014,47343,Turtle Lake,Valid,L5,89.3,Fell,1996,45.34583,-92.05167,63277
1015,24086,Tuxtuac,Valid,LL5,30000,Fell,1975,21.66667,-103.36667,36991
1016,24094,Tysnes Island,Valid,H4,19860,Fell,1884,60,5.61667,43164
1017,24095,Tyumen,Valid,Iron,750,Fell,1903,57.16667,65.53333,17675
1018,24096,Uberaba,Valid,H5,40000,Fell,1903,-19.81667,-48.78333,20354
1019,24097,Ucera,Valid,H5,4590,Fell,1970,11.05,-69.85,37453
1020,24098,Uchkuduk,Valid,L6,1000,Fell,1989,41.76667,62.51667,7443
1021,24099,Udaipur,Valid,H3,2000,Fell,1976,,,2223
1022,24101,Udei Station,Valid,"Iron, IAB-ung",103000,Fell,1927,7.95,8.08333,87304
1023,24103,Uden,Valid,LL7,710,Fell,1840,51.65,5.61667,4769
1024,24104,Udipi,Valid,H5,3600,Fell,1866,13.48333,74.78333,89507
1025,24106,Ufana,Valid,EL6,189.2,Fell,1957,-4.26667,35.35,60670
1026,24108,Ulmiz,Valid,L,76.5,Fell,1926,46.93333,7.21667,60098
1027,24112,Umbala,Valid,LL5,100,Fell,1822,30.33333,76.33333,17078
1028,24118,Umm Ruaba,Valid,L5,1700,Fell,1966,13.46667,31.21667,9126
1029,24121,Undulung,Valid,L4,113.4,Fell,1986,66.13889,124.76667,88078
1030,24123,Unkoku,Valid,OC,1000,Fell,1924,34.8,127,29118
1031,24129,Urasaki,Valid,Stone-uncl,1500,Fell,1926,34.48333,133.28333,53649
1032,24132,Usti Nad Orlici,Valid,L6,1269,Fell,1963,49.975,16.375,70348
1033,24135,Utrecht,Valid,L6,9700,Fell,1843,52.11667,5.18333,1099
1034,24136,Utzenstorf,Valid,H5,3422,Fell,1928,47.11667,7.55,83410
1035,24140,Uzcudun,Valid,L,20000,Fell,1948,-44.11667,-66.15,6786
1036,24143,Vago,Valid,H6,40,Fell,1668,45.41667,11.13333,34992
1037,24144,Valdavur,Valid,H6,2799,Fell,1944,11.98333,79.75,71199
1038,24145,Valdinizza,Valid,L6,1004,Fell,1903,44.86667,9.15,91535
1039,24146,Valdinoce,Valid,Stone-uncl,,Fell,1496,44.06667,12.1,30
1040,24149,Valera,Valid,L5,50000,Fell,1972,9.31667,-70.62833,15879
1041,53633,Varre-Sai,Valid,L5,2500,Fell,2010,-20.85001,-41.73356,53499
1042,24154,Vavilovka,Valid,LL6,1932,Fell,1876,46.15,32.83333,64476
1043,24158,Vengerovo,Valid,H5,10800,Fell,1950,56.13333,77.26667,16612
1044,24162,Veramin,Valid,Mesosiderite-B2,54000,Fell,1880,35.33333,51.63333,85307
1045,24165,Verkhne Tschirskaia,Valid,H5,8000,Fell,1843,48.41667,43.2,75887
1046,24168,Vernon County,Valid,H6,1500,Fell,1865,43.5,-91.16667,21307
1047,24169,Vetluga,Valid,Eucrite-mmict,750,Fell,1949,57.8,45.8,45318
1048,24174,Vigarano,Valid,CV3,15000,Fell,1910,44.85,11.4,83227
1049,24179,Villalbeto de la Peña,Valid,L6,3500,Fell,2004,42.8,-4.66667,49905
1050,24181,Villarrica,Valid,Stone-uncl,,Fell,1925,-25.83333,-56.5,38270
1051,24183,Vilna,Valid,L5,0.1,Fell,1967,54.225,-111.69167,18815
1052,24185,Virba,Valid,L6,3600,Fell,1873,43.53333,22.63333,30777
1053,24187,Vishnupur,Valid,LL4-6,2437,Fell,1906,23.1,87.43333,77345
1054,24188,Vissannapeta,Valid,Eucrite-cm,1303.8,Fell,1997,16.83333,80.75,17432
1055,24189,Visuni,Valid,H6,594,Fell,1915,25.45,70,82647
1056,24191,Vouillé,Valid,L6,20000,Fell,1831,46.63333,0.16667,77114
1057,24210,Walters,Valid,L6,28100,Fell,1946,34.33333,-98.3,21651
1058,24215,Warrenton,Valid,CO3.7,1600,Fell,1877,38.68333,-91.15,19198
1059,24218,Washougal,Valid,Howardite,225,Fell,1939,45.58333,-122.35,17653
1060,47344,Werdama,Valid,H5,4000,Fell,2006,32.79732,21.78713,72114
1061,24244,Wessely,Valid,H5,3750,Fell,1831,48.95,17.38333,71893
1062,24249,Weston,Valid,H4,150000,Fell,1807,41.266667,-73.266667,72016
1063,24250,Wethersfield (1971),Valid,L6,350,Fell,1971,41.7,-72.65,88604
1064,24251,Wethersfield (1982),Valid,L6,2756,Fell,1982,41.71056,-72.67361,86989
1065,49514,Whetstone Mountains,Valid,H5,2138.74,Fell,2009,31.96185,-110.434183,78114
1066,24281,Wiluna,Valid,H5,150000,Fell,1967,-26.59278,120.32833,23090
1067,24321,Witklip Farm,Valid,H5,22,Fell,1918,-26,30,5599
1068,24322,Witsand Farm,Valid,LL4,66,Fell,1932,-28.66667,18.91667,39623
1069,24323,Wittekrantz,Valid,L5,2200,Fell,1880,-32.5,23,31172
1070,24324,Wolamo,Valid,OC,166.4,Fell,1964,9,39,126
1071,24325,Wold Cottage,Valid,L6,25000,Fell,1795,54.13667,-0.41333,34730
1072,24334,Woolgorong,Valid,L6,36000,Fell,1960,-27.75,115.83333,24778
1073,24337,Worden,Valid,L5,1551,Fell,1997,42.38467,-83.6115,82623
1074,24340,Wuan,Valid,H6,50000,Fell,1986,36.75,114.25,88811
1075,24342,Wuzhi,Valid,Stone-uncl,,Fell,1931,35.13333,113.33333,12244
1076,24345,Xi Ujimgin,Valid,L/LL6-an,5900,Fell,1980,44.66667,117.5,55438
1077,24346,Xingyang,Valid,H6,75500,Fell,1977,32.33333,114.31667,43802
1078,24351,Yafa,Valid,H5,5700,Fell,2000,13.71111,45.17,94009
1079,30345,Yambo,Valid,H5,4,Fell,1951,1,22.5,96707
1080,30348,Yangchiang,Valid,H5,20000,Fell,1954,21.83333,111.83333,41618
1081,30350,Yanzhuang,Valid,H6,3500,Fell,1990,24.56667,114.16667,19763
1082,30352,Yardymly,Valid,"Iron, IAB complex",150200,Fell,1959,38.93333,48.25,90908
1083,30358,Yatoor,Valid,H5,13600,Fell,1852,14.3,79.76667,88762
1084,30366,Yonozu,Valid,H4/5,31650,Fell,1837,37.75,139,78085
1085,30370,Yorktown (New York),Valid,L5,250,Fell,1869,41.28333,-73.81667,49588
1086,30372,Yoshiki,Valid,Stone-uncl,0.1,Fell,1928,34.16667,131.45,2442
1087,30377,Yukan,Valid,LL6,4800,Fell,1931,28.71667,116.61667,41998
1088,30378,Yurtuk,Valid,Howardite,1472,Fell,1936,47.31667,35.36667,5900
1089,30379,Zaborzika,Valid,L6,3867,Fell,1818,50.28333,27.68333,72578
1090,30380,Zabrodje,Valid,L6,3000,Fell,1893,55.18333,27.91667,96072
1091,30384,Zag,Valid,H3-6,175000,Fell,1998,27.33333,-9.33333,66863
1092,30386,Zagami,Valid,Martian (shergottite),18000,Fell,1962,11.73333,7.08333,15622
1093,30388,Zaisan,Valid,H5,463,Fell,1963,47.5,83,76359
1094,30389,Zaisho,Valid,"Pallasite, PMG-an",330,Fell,1898,33.7,133.8,43009
1095,30391,Zaoyang,Valid,H5,14250,Fell,1984,32.3,112.75,1000
1096,30395,Zavetnoe,Valid,L6,800,Fell,1952,47.13333,43.9,63430
1097,30396,Zavid,Valid,L6,95000,Fell,1897,44.4,19.11667,60715
1098,30397,Zebrak,Valid,H5,2000,Fell,1824,49.88333,13.91667,75357
1099,30399,Zemaitkiemis,Valid,L6,44100,Fell,1933,55.3,25,22910
1100,30404,Zhaodong,Valid,L4,42000,Fell,1984,45.81667,125.91667,42591
1101,30407,Zhovtnevyi,Valid,H6,107000,Fell,1938,47.58333,37.25,95116
1102,30408,Zhuanghe,Valid,H5,2900,Fell,1976,39.66667,122.98333,1719
1103,30411,Zmenj,Valid,Howardite,246,Fell,1858,51.83333,26.83333,61771
1104,30412,Zomba,Valid,L6,7500,Fell,1899,-15.18333,35.28333,17911
1105,30413,Zsadany,Valid,H5,552,Fell,1875,46.93333,21.5,33372
1106,30415,Zvonkov,Valid,H6,2568,Fell,1955,50.2,30.25,42295
1107,4,Abajo,Valid,H5,331,Found,1982,26.8,-105.41667,74910
1108,51399,Abar al' Uj,Valid,H3.8,194.34,Found,2008,22.72192,48.95937,73234
1109,5,Abbott,Valid,H3-6,21100,Found,1951,36.3,-104.28333,74445
1110,7,Abernathy,Valid,L6,2914,Found,1941,33.85,-101.8,15001
1111,8,Abo,Valid,H,1.2,Found,1840,60.43333,22.3,93078
1112,9,Abu Moharek,Valid,H4,4500,Found,1997,27.23944,29.83583,29218
1113,11,Acfer,Valid,L6,6700,Found,1989,27.5,3.61667,39520
1507,369,Achilles,Valid,H5,16000,Found,1924,39.77667,-100.81333,48726
1508,55379,Ackerly,Valid,L5,3046,Found,1995,32.59033,-101.77217,72996
1509,371,Acme,Valid,H5,75000,Found,1947,33.63333,-104.26667,82637
1510,372,Acomita,Valid,"Pallasite, PMG",3956,Found,1962,35.05,-107.56667,4401
1511,373,Acuña,Valid,"Iron, IIIAB",217700,Found,1981,29.31667,-100.96667,10372
1512,374,Adalia,Valid,Eucrite-mmict,1,Found,1883,36.9,30.68333,41129
1513,44856,Adam Talha,Valid,LL3.2,259.3,Found,2005,22.9935,-10.15367,87266
1514,375,Adams County,Valid,H5,5700,Found,1928,39.96667,-103.76667,53411
1515,376,ad-Dahbubah,Valid,H5,90000,Found,1961,19.83333,51.25,60237
1516,377,Adelaide,Valid,C2-ung,2031,Found,1972,,,61733
1517,378,Adelie Land,Valid,L5,1000,Found,1912,-67.18333,142.38333,30193
1518,380,Admire,Valid,"Pallasite, PMG",180000,Found,1881,38.7,-96.1,96414
1519,381,Adrar,Valid,H4/5,1917,Found,1990,28.05,0.16667,91317
1522,384,Adrar Bous,Valid,EL5,360,Found,2001,20.5,9,61702
1523,44703,Adrar Chiriet,Valid,L6,926,Found,2003,19.64008,9.35545,36981
1524,385,Adrar Madet,Valid,H5/6,1113,Found,1997,18.5,10.4,68464
1526,387,Adrar Yaouelt,Valid,H5,2730,Found,2002,17.67987,10.03503,47766
1527,388,Adrian,Valid,H4,22600,Found,1936,35.15,-102.71667,63956
1528,389,Adzhi-Bogdo (iron),Valid,"Iron, IAB complex",582000,Found,1952,44.86667,95.41667,35002
1529,393,Aggie Creek,Valid,"Iron, IIIAB",43000,Found,1942,64.88333,-163.16667,19581
1530,57354,Agoudal,Valid,"Iron, IIAB",100000,Found,2000,31.98457,-5.51528,43179
1531,395,Agoult,Valid,Eucrite,82,Found,2000,30.55,-4.9,49822
1532,397,Agua Blanca,Valid,"Iron, IIIAB",49000,Found,1938,-28.91667,-66.95,540
1533,399,Aguas Calientes,Valid,H,260.1,Found,1971,-25.5,-68.4,44850
1534,400,Aguemour,Valid,H5,896,Found,1990,26.96667,4.45,61782
1551,419,Ahumada,Valid,"Pallasite, PMG",52600,Found,1909,30.7,-105.5,59963
1552,421,Aiken,Valid,OC,956,Found,1936,34.2,-101.5,63739
1553,422,Ainsworth,Valid,"Iron, IIAB",80650,Found,1907,42.6,-99.8,74543
1554,428,Akhricha,Valid,H,1760,Found,1968,28.4625,1.025,80471
1555,429,Akmolla,Valid,H4,114,Found,1988,39.53833,59.55833,67610
1556,430,Akron (1940),Valid,H6,1050,Found,1940,40.15,-103.16667,87582
1557,431,Akron (1961),Valid,L6,4000,Found,1961,40.15,-103.16667,48799
1558,35484,Al Alamayn,Valid,H5,13.31,Found,2005,30.70952,28.9698,59604
1559,44857,Al Haggounia,Valid,Aubrite,3e+06,Found,2006,27.5,-12.5,79874
1560,434,Al Huqf,Valid,L4,41.5,Found,2000,19.42,57.18833,26578
1592,55403,Al Huwaysah,Valid,LL6,3150.5,Found,2009,22.80487,55.32742,48102
1609,49713,Alaer,Valid,LL5,1.7,Found,2007,40.33333,81.25,35200
1611,449,Alamogordo,Valid,H5,13600,Found,1938,32.9,-105.93333,46841
1612,450,Alamosa,Valid,L6,1800,Found,1937,37.46667,-105.86667,37048
1613,452,Alatage,Valid,"Iron, IIIAB",37500,Found,1959,42.33333,93,98117
1614,455,Albin (pallasite),Valid,"Pallasite, PMG",37600,Found,1915,41.5,-104.1,33294
1615,456,Albin (stone),Valid,L,15400,Found,1949,41.41667,-104.1,35684
1616,457,Albion,Valid,"Iron, IVA",12280,Found,1966,46.83333,-117.25,2336
1617,459,Aldama (a),Valid,"Iron, IIIAB",11000,Found,1985,28.83333,-105.86667,93330
1618,460,Aldama (b),Valid,H5,66.5,Found,1996,25.05,-106,70517
1619,464,Alexander County,Valid,"Iron, IAB complex",192,Found,1875,35.75,-81.25,51346
1620,467,Algarrobo,Valid,"Iron, IAB-ung",1280,Found,1959,-27.08333,-70.58333,23722
1621,468,al-Ghanim (iron),Valid,"Iron, IIIAB",500,Found,1960,19.83333,54.08333,83266
1622,469,al-Ghanim (stone),Valid,L6,3755,Found,1960,19.7,53.96667,85179
1623,470,Algoma,Valid,"Iron, IAB-sHL",4100,Found,1887,44.65,-87.46667,38407
1624,471,Alikatnima,Valid,"Iron, ungrouped",20000,Found,1931,-23.33333,134.11667,58981
1625,472,Aliskerovo,Valid,"Iron, IIIE-an",58400,Found,1977,67.88333,167.5,52171
1626,473,al-Jimshan,Valid,H4,11450,Found,1955,20.7,52.83333,97907
1627,474,Alkali,Valid,H6,30.47,Found,1998,37.86667,-117.4,59450
1628,55662,Alkali Flat,Valid,L5,28,Found,2011,32.306,-108.9038,7742
1629,475,Alkhamasin,Valid,"Iron, IIAB",1.2e+06,Found,1973,20.6,44.88333,89654
1630,35731,Allan Hills,Valid,H5,1053.5,Found,2003,,,80031
3384,2277,Allen,Valid,H4,1407,Found,1923,33.1,-96.7,20785
3385,2280,Allred,Valid,L4,6570,Found,1978,33.1,-102.95,96762
3386,2281,Almelo Township,Valid,L5,3180,Found,1949,39.6,-100.11667,90117
3387,2282,Alnif,Valid,H5,8000,Found,1992,30.66667,-5.16667,55630
3388,2283,Alt Bela,Valid,"Iron, IID",4000,Found,1898,49.76667,18.25,2017
3389,2286,Altonah,Valid,"Iron, IVA",21500,Found,1932,40.56667,-110.48333,87824
3390,2287,Alvord,Valid,"Iron, IVA",17500,Found,1976,43.32222,-96.28889,77750
3391,2289,Amadror,Valid,H4-5,239,Found,1991,24.94778,6.94306,22171
3392,2291,Amber,Valid,L6,4532,Found,1934,35.16667,-97.88333,43626
3393,2292,Ameca-Ameca,Valid,Iron,1.2,Found,1889,20.58333,-104.06667,78259
3394,2293,Amherst,Valid,L6,8500,Found,1947,40.8,-99.2,80738
3395,2297,Andryushki,Valid,L6,26.6,Found,1898,49.65,29.63333,6241
3396,2300,Angelica,Valid,"Iron, IIIAB",14800,Found,1916,44.25,-88.25,1149
3397,2306,Annaheim,Valid,"Iron, IAB-sLL",13500,Found,1916,52.33333,-104.86667,57772
3398,2307,Anoka,Valid,"Iron, IAB-sLM",1108,Found,1961,45.2,-93.43333,38016
3399,45975,Anoual,Valid,Lunar,5.92,Found,2006,32.73458,-2.95797,69209
3400,2308,Anson,Valid,L6,3900,Found,1972,39.33333,-97.56167,24366
3401,2309,Answer,Valid,Iron,11090,Found,1970,-21.65972,140.90694,98849
3402,57455,Antelope,Valid,H4,754,Found,2012,40.90183,-118.54465,48158
3403,2310,Anthony,Valid,H5,20000,Found,1919,37.08333,-98.05,10322
3404,56391,Anthony Gap,Valid,L6,347.36,Found,2011,32.00584,-106.56028,70476
3405,2311,Anton,Valid,H4,41800,Found,1965,33.7825,-102.18111,96286
3406,2312,Anyujskij,Valid,"Iron, IIAB",100000,Found,1981,66.9,164.2,46491
3407,2314,Aoufous,Valid,Eucrite-mmict,195,Found,2000,31.66667,-4.06667,20217
3408,54566,Apache Junction,Valid,"Iron, IIIAB",25000,Found,before 2005,33.45,-111.51667,29100
3409,2315,Apex,Valid,L6,6.1,Found,1938,39.75,-105.2,7113
3410,2317,Apoala,Valid,"Iron, IIIAB",85000,Found,1889,17.7,-97,21533
3411,2319,Aprel'sky,Valid,"Iron, IIIAB",54600,Found,1969,53.3,126.11667,66681
3412,2321,Arabella,Valid,Iron,1000,Found,1955,,,48951
3413,44870,Arabian Peninsula,Valid,Diogenite,145,Found,2006,,,21104
3419,2323,Arapahoe,Valid,L5,19083,Found,1940,38.8,-102.2,1572
3420,45408,Ararki,Valid,L5,4460,Found,2001,29.06,74.44,78365
3421,2324,Araslanovo,Valid,L/LL5,132000,Found,1973,55.14167,48.2,34722
3422,2326,Arcadia,Valid,LL6,19400,Found,1937,41.41667,-99.1,86269
3423,2327,Arch,Valid,CV3,985.8,Found,1972,34.15,-103.22,39863
3424,2328,Arches,Valid,L5,534,Found,2001,38.68867,-109.58517,7871
3425,2330,Areshima,Valid,LL3.7,114.3,Found,1999,18.21233,10.17767,30876
3426,2331,Argonia,Valid,"Pallasite, PMG-an",84,Found,1940,37.26667,-97.76667,30881
3427,2332,Arispe,Valid,"Iron, IC",683000,Found,1896,30.33333,-109.98333,76710
3428,47346,Arivaca,Valid,Eucrite-mmict,30.1,Found,1999,31.59391,-111.37023,97476
3429,2333,Arlington,Valid,"Iron, IIE-an",8940,Found,1894,44.6,-94.1,68602
3430,30441,Arlit,Valid,H5,20.1,Found,2002,18.673,7.34225,29813
3431,2334,Arltunga,Valid,"Iron, IID-an",18100,Found,1908,-23.33333,134.66667,13797
3432,2335,Armanty,Valid,"Iron, IIIE",2.8e+07,Found,1898,47,88,32640
3433,2336,Armel,Valid,L5,9200,Found,1967,39.76667,-102.13333,57600
3434,2337,Arrabury,Valid,H6,5300,Found,1960,-26.5,141.08333,65798
3435,2338,ar-Rakhbah,Valid,Iron,462,Found,1955,20.6,52.5,8133
3436,2339,Arriba,Valid,L5,31100,Found,1936,39.3,-103.25,26904
3437,2341,Artracoona,Valid,L6,20810,Found,1914,-29.06667,139.91667,80988
3438,2343,Asab,Valid,H5,1530,Found,1999,-25.43333,17.91667,27371
3439,2344,Asarco Mexicana,Valid,"Iron, IIIAB",,Found,,,,56637
3440,2347,Asheville,Valid,"Iron, IIIAB",800,Found,1839,35.58333,-82.53333,49627
3441,2348,Ashfork,Valid,"Iron, IAB-MG",27000,Found,1901,35.25,-112.5,25964
3442,2349,Ashmore,Valid,H5,55400,Found,1969,32.9,-102.28333,10043
3443,2350,ash-Shalfah,Valid,L4,935,Found,1961,21.875,49.71944,26956
3444,51563,Ashuwairif,Valid,H4,14566,Found,2008,29.35944,14.25528,36496
