id,idx,name,nametype,recclass,mass,fall,year,reclat,reclong,impact
31109,18088,Pampa (f),Valid,L4/5,1300,Found,2000,-23.18333,-70.43333,21318
31110,18089,Pampa (g),Valid,L5,2900,Found,2000,-23.18333,-70.43333,48290
31111,18090,Pampa de Agua Blanca,Valid,L6,10,Found,1916,-24.16667,-69.83333,21441
31112,54636,Pampa de Mejillones,Valid,L5,635,Found,1999,-23.15639,-70.47458,91276
31126,18091,Pampa del Infierno,Valid,L6,896,Found,1895,-26.68333,-61.08333,81008
31127,18092,Pampa Providencia,Valid,"Iron, IIIAB",12400,Found,1994,-24.45,-69.57167,96258
31128,18094,Pan de Azucar,Valid,"Iron, IAB complex",19500,Found,1887,-26.5,-69.5,26632
31129,18095,Paneth's Iron,Valid,"Iron, IIIE",150000,Found,1873,,,44911
31130,18096,Panhandle,Valid,H5,1360,Found,1969,35.33333,-101.38333,49498
31131,18097,Pannikin,Valid,L6,13.6,Found,1965,-32.04167,126.18333,31782
31132,31285,Paposo,Valid,LL6,2000,Found,2001,-25.14333,-70.32,69774
31140,18099,Para de Minas,Valid,"Iron, IVA",116300,Found,1934,-19.86667,-44.61667,90314
31141,18100,Paracutu,Valid,"Iron, IAB complex",,Found,1980,,,7665
31142,50907,Paris,Valid,CM,1370,Found,2001,,,52935
31143,18104,Park,Valid,L6,13000,Found,1969,39.11,-100.36167,43291
31144,18105,Park City,Valid,"Iron, IIAB",12300,Found,1934,,,36359
31145,18107,Parma Canyon,Valid,Iron,2150,Found,1940,43.8,-117,22170
31146,18111,Paso Rio Mayo,Valid,Unknown,,Found,1968,,,73908
31147,18113,Patos de Minas (hexahedrite),Valid,"Iron, IIAB",32000,Found,1925,-18.58333,-46.53333,7072
31148,18114,Patos de Minas (octahedrite),Valid,"Iron, IAB complex",200000,Found,1925,-18.58333,-46.53333,50907
31149,18115,Patricia,Valid,H5,14900,Found,1983,32.5,-102.03333,73499
31150,18117,Patriot Hills,Valid,L5,1.73,Found,2000,-80.28555,-81.81348,28668
31151,57003,Patuxent Range,Valid,LL5,5908.4,Found,2010,0,0,89428
31332,18172,Paulding County,Valid,Iron,725,Found,1901,34,-84.8,17454
31333,18174,Pavlodar (pallasite),Valid,"Pallasite, PMG-an",4500,Found,1885,51.16667,77.33333,48486
31334,44796,Paymaster Mine,Valid,L5,159,Found,2004,33.18667,-114.91783,24163
31335,18178,Payson,Valid,L6,1728,Found,2001,34.23333,-111.4,84710
31336,18182,Peck's Spring,Valid,L5,1600,Found,1926,32,-102,38716
31337,31286,Pecora Escarpment,Valid,LL5,19.5,Found,2005,-85.6661,-69.04142,35328
31970,34062,Pedernales,Valid,"Iron, IAB complex",691,Found,1980,30.33333,-98.95,72398
31971,18783,Peetz,Valid,L6,11500,Found,1937,40.95,-103.08333,83862
31972,18784,Pei Xian,Valid,Iron,400000,Found,1917,34.7,117,44995
31973,18785,Pelona Mountain,Valid,H5,618,Found,1999,33.66667,-108.1,75664
31974,18787,Pennyweight,Valid,"Iron, ungrouped",12.7,Found,1982,-29.11667,122.08333,88035
31975,18788,Penokee,Valid,H5,3580,Found,1947,39.35,-99.91667,73936
31976,18789,Penouille,Valid,"Iron, IAB complex",72.54,Found,1984,48.85,-64.43333,62176
31977,18791,Pep,Valid,OC,591,Found,1966,33.73,-102.57667,61730
31978,18794,Perryton,Valid,LL6,2114,Found,1975,36.35333,-100.73167,30740
31979,18795,Perryville,Valid,"Iron, IIC",17500,Found,1906,37.73333,-89.85,94665
31980,18796,Persimmon Creek,Valid,"Iron, IAB-sLM",5000,Found,1893,35.05,-84.23333,54609
31981,18802,Petropavlovka,Valid,H4,1773,Found,1916,48.2,43.73333,91790
31982,18803,Petropavlovsk,Valid,"Iron, ungrouped",7000,Found,1841,53.35,87.18333,86618
31983,18805,Pevensey,Valid,LL5,4300,Found,1868,-34.78333,144.66667,33877
31984,18807,Phillips County (pallasite),Valid,"Pallasite, PMG-an",1360,Found,1935,40.45,-102.38333,20815
31985,18810,Phulmari,Valid,Stone-uncl,4064,Found,1936,20.13333,75.5,6687
31986,18814,Picacho,Valid,"Iron, IIIAB",22000,Found,1952,33.2,-105,19127
31987,18815,Pickens County,Valid,H6,400,Found,1908,34.5,-84.5,68158
31988,18817,Piedade do Bagre,Valid,"Iron, ungrouped",59000,Found,1922,-18.94167,-44.98333,38430
31989,18819,Pierceville (iron),Valid,"Iron, IIIAB",100000,Found,1917,37.86667,-100.66667,44590
31990,18820,Pierceville (stone),Valid,L6,2125,Found,1939,37.86667,-100.66667,83549
31991,18821,Pigick,Valid,H5,690,Found,1994,-35.90667,141.855,35297
31992,18823,Pima County,Valid,"Iron, IIAB",210,Found,1947,32.2,-111,78462
31993,18824,Pine Bluffs,Valid,H,2700,Found,1935,41.18333,-104.06667,72831
31994,18825,Pine Dam,Valid,L5,200.4,Found,1976,-30.41667,138,58719
31995,18826,Pine River,Valid,"Iron, IAB-sLL",3600,Found,1931,44.21667,-89.1,65999
31996,55547,Pingrup,Valid,H5-melt breccia,1213,Found,2011,-33.58316,118.65662,74982
31997,18827,Pinnaroo,Valid,Mesosiderite-A4,39400,Found,1927,-35.38333,140.91667,34555
31998,18828,Piñon,Valid,"Iron, ungrouped",17850,Found,1928,32.66667,-105.1,32200
31999,18829,Pinto Mountains,Valid,L6,17900,Found,1954,34,-115.78333,68118
32000,18830,Pipe Creek,Valid,H6,13600,Found,1887,29.68333,-98.91667,89247
32001,18833,Pirapora,Valid,"Iron, IIAB",6175,Found,1888,-17.3,-45,52271
32002,18836,Pitino,Valid,H5,1667,Found,2002,-27.46667,-60.58333,39612
32003,18838,Pittsburg,Valid,"Iron, IAB-MG",600,Found,1850,40.43333,-80,18713
32004,55548,Pizzetti Well,Valid,H5,218.57,Found,1980,-26.26167,120.73333,93328
32005,18839,Plains,Valid,H5,34300,Found,1964,33.28333,-102.76667,95992
32006,18840,Plains (d),Valid,H4,280,Found,1991,33.26667,-102.9,71563
32007,18841,Plainview (1917),Valid,H5,700000,Found,1917,34.11667,-101.78333,37579
32008,18842,Plainview (1950),Valid,H,2200,Found,1950,34.11667,-101.78333,35962
32009,18843,Plainview (c),Valid,OC,631,Found,1963,34.125,-101.75667,29336
32010,18844,Plainview (d),Valid,L6,700,Found,1979,34.1875,-101.70417,42650
32011,54437,Plainview (e),Valid,H5,1250,Found,2010,34.18513,-101.70558,33115
32012,18845,Plancy-l'Abbaye,Valid,H4,180,Found,2003,48.66667,-4.05,78892
32013,18847,Plateau du Tademait,Valid,H4,99,Found,1990,28.01667,0.3,4763
32019,18848,Pleasanton,Valid,H5,2300,Found,1935,38.18333,-94.71667,89577
32020,18850,Plymouth,Valid,"Iron, IIIAB",14000,Found,1893,41.33333,-86.31667,73555
32021,31301,Podgrodzie,Valid,H4/5,8.9,Found,2000,50.90333,21.54983,57157
32022,51587,Podolkhovsky,Valid,L6,648,Found,2007,49.66883,42.8325,21606
32023,18852,Poeppel Corner,Valid,L6,277,Found,1980,-25.78333,137.93333,77165
32024,18854,Point Berliet,Valid,H5,42000,Found,2001,20.537,9.53783,3841
32025,18855,Point of Rocks (iron),Valid,"Iron, IIIAB",18000,Found,1956,36.5,-104.5,34190
32026,18856,Point of Rocks (stone),Valid,L6,800,Found,1954,36.5,-104.5,90301
32027,18857,Poison Spring,Valid,Iron,524,Found,1971,38.17,-110.36667,39833
32028,18861,Polujamki,Valid,H4,18350,Found,1971,52.1,79.7,2556
32029,18863,Pomozdino,Valid,Eucrite-cm,327,Found,1964,62.2,54.16667,67722
32030,18866,Pony Creek,Valid,H4,4642,Found,1947,31.66333,-99.95,43095
32031,18867,Poolowanna,Valid,H5,875,Found,1997,-29.83167,136.85867,80921
32032,18868,Poonarunna,Valid,H5,76,Found,1970,-27.76667,137.85,14438
32033,18869,Pooposo,Valid,"Iron, IAB-MG",12000,Found,1910,-18.33333,-66.83333,27198
32034,18871,Portales (a),Valid,H4,3240,Found,1967,34.06667,-103.5,1314
32035,18872,Portales (b),Valid,L6,595.8,Found,1967,34.06667,-103.5,60967
32036,18873,Portales (c),Valid,H4,6000,Found,1967,34.1,-103.41667,460
32037,18875,Portis,Valid,L,30,Found,1959,39.56667,-98.68333,7455
32038,52091,Porto Alegre,Valid,"Iron, IIIE",200000,Found,2005,-30.03306,-51.23,1023
32039,18877,Post,Valid,L,2000,Found,1965,33.11667,-101.38333,6606
32040,18878,Potter,Valid,L6,261000,Found,1941,41.23333,-103.3,70694
32041,54561,Powell Peak,Valid,H6,42.8,Found,2011,34.68222,-114.33046,38196
32043,18880,Powellsville,Valid,H5,4310,Found,1990,38.66667,-82.78333,14141
32044,18881,Pozo Almonte,Valid,"Iron, IIIAB",7800,Found,1990,,,6103
32045,18882,Prairie Dog Creek,Valid,H3.7,2900,Found,1893,39.63333,-100.5,66196
32046,18884,Prambanan,Valid,"Iron, ungrouped",500000,Found,1797,-7.56667,110.83333,5933
32047,18885,Premier Downs,Valid,L5,83,Found,1989,-30.46667,125.46667,57884
32049,18886,Preobrazhenka,Valid,H3/4,418,Found,1949,53.7,79.5,88706
32050,18889,Primm,Valid,H5,3383,Found,1997,35.66667,-115.36667,58138
32051,47700,Prospector Pool,Valid,"Iron, ungrouped",2768,Found,2003,-29.35,121.76667,9970
32052,18893,Providence,Valid,"Iron, IIIAB",6804,Found,1903,38.56667,-85.23333,53339
32053,18894,Puente del Zacate,Valid,"Iron, IIIAB",30790,Found,1904,27.86667,-101.5,77004
32054,18895,Puente-Ladron,Valid,L,7.7,Found,1944,34.4,-106.85,64129
32055,18896,Puerta de Arauco,Valid,Iron,1533,Found,1904,-28.88333,-66.66667,82336
32056,18897,Puerto Libertad,Valid,L,66,Found,1973,29.9,-112.68333,67273
32057,18903,Puquios,Valid,"Iron, IID",6580,Found,1885,-27.15,-69.91667,40035
32058,18904,Purgatory Peak,Valid,"Iron, IAB-MG",19068,Found,1977,-77.33333,162.3,69642
32059,32771,Purmela,Valid,"Iron, IIF",4500,Found,1977,29.5,-98.05,52905
32060,18906,Putnam County,Valid,"Iron, IVA",32700,Found,1839,33.25,-83.25,82016
32061,35461,Qarat al Milh,Valid,LL4-6,7269,Found,2005,21.37015,57.7291,22787
32062,54475,Qaşr Tarcine,Valid,L6,150,Found,2010,33.24333,9.86638,65059
32063,54610,Qijiaojing,Valid,"Iron, ungrouped",160000,Found,2003,43.75,92.91667,73061
32064,18909,Quarat al Hanish,Valid,"Iron, IAB-sHL",593,Found,1979,25.15,25.58333,44309
32065,18910,Quartz Mountain,Valid,"Iron, IIIAB",4832,Found,1935,37.2,-116.7,25580
32066,35634,Quartzsite,Valid,L4,69.7,Found,2002,33.68085,-114.1958,47342
32067,18911,Qued Mya,Valid,H6,90,Found,1991,30.28306,3.62,35552
32068,18913,Queen Alexandra Range,Valid,LL5,1007.5,Found,2002,-84,168,73516
35512,22359,Queretaro,Valid,H4,5000,Found,1971,20.63333,-100.38333,93828
35513,22362,Quijingue,Valid,"Pallasite, PMG",59000,Found,1984,-10.75,-39.21667,928
35514,22364,Quinn Canyon,Valid,"Iron, IIIAB",1.45e+06,Found,1908,38.08333,-115.53333,88042
35515,22365,Quinyambie,Valid,LL3.6,1638,Found,1968,-30.15,140.98333,29776
35516,51400,Qulumat Nadqan,Valid,L3.7,13901,Found,2008,23.14302,49.53252,43065
35517,22366,Rabbit Dry Lake,Valid,L6,20,Found,2000,34.44567,-117.01083,75428
35518,22367,Rabbit Flat,Valid,H6,295,Found,1974,-20.36667,130.11667,37847
35519,22369,Rafrüti,Valid,"Iron, ungrouped",18200,Found,1886,47,7.83333,88575
35520,22370,Ragged Top,Valid,H4,122.7,Found,1997,32.44667,-111.34667,71019
35521,22372,Ragland,Valid,LL3.4,12100,Found,1982,34.76778,-103.55,86055
35522,56382,Ragland Hill,Valid,H5,11800,Found,1980,34.78333,-103.66667,30099
35523,22373,Raguli,Valid,H3.8,4239,Found,1972,45.7,43.7,67519
35524,22374,Rainbow,Valid,CO3.2,1553,Found,1994,-35.90667,141.855,7564
35525,22375,Rakity,Valid,L3,11400,Found,1971,51.8,79.9,64519
35526,45872,Ramlat al Wahibah,Valid,H4/5,75.7,Found,2006,21.37115,58.4071,5420
35572,22377,Ramlat as Sahmah,Valid,L6,97.53,Found,2003,20.2023,56.36668,30758
35811,22383,Rammya,Valid,H5,2481,Found,1996,31.16667,-3.91667,62346
35812,22388,Rancho Blanco,Valid,Eucrite-mmict,155,Found,1987,24.3,-102.18333,37665
35813,22389,Rancho de la Pila (1882),Valid,"Iron, IIIAB",46500,Found,1882,24.11667,-104.3,8747
35814,22391,Rancho Gomelia,Valid,"Iron, IIIAB",15650,Found,1975,24.51667,-105.25,58074
35815,44798,Randsburg,Valid,L5,112.9,Found,2005,35.4005,-117.66617,16614
35816,22393,Ransom,Valid,H4,15000,Found,1938,38.61667,-99.93333,60196
35817,22397,Rateldraai,Valid,"Iron, IIIAB",549000,Found,1909,-28.83333,21.13333,89265
35818,22399,Rawlinna,Valid,"Pallasite, PMG-an",74,Found,1959,-31.16667,125.26667,35858
35820,22401,Reager,Valid,L6,230,Found,1948,39.78333,-100,40771
35821,22402,Rebiana,Valid,L/LL5,459,Found,1999,24.97833,21.885,55953
35822,22403,Reckling Peak,Valid,L3.0-3.9,424.1,Found,1986,-76.24103,158.64804,69029
35957,22538,Red Deer Hill,Valid,L6,2510,Found,1975,53.075,-105.84167,76512
35958,22539,Red Dry Lake,Valid,H6,21.5,Found,2001,35.65306,-114.02437,48552
35977,22548,Red River,Valid,"Iron, IIIAB",800000,Found,1808,32,-95,69865
35978,22549,Red Rock,Valid,"Iron, IIIAB",47600,Found,1976,35.41667,-117.91667,74902
35979,22550,Red Willow,Valid,Iron,2750,Found,1899,40.25,-100.5,27574
35980,22551,Redfields,Valid,"Iron, ungrouped",8740,Found,1969,-30.71667,116.5,56326
35981,51705,Redwater,Valid,H4,229.5,Found,2009,53.9329,-112.977,75619
35982,22552,Reed City,Valid,"Iron, ungrouped",20000,Found,1895,43.86667,-85.51667,10487
35983,22553,Reggane,Valid,H5,37,Found,1989,25.58333,0.5,17310
35986,22556,Reid,Valid,H5,144.1,Found,1969,-30.06667,128.98333,10092
36014,56552,Rencoret,Valid,H6,1992,Found,1996,-23.17556,-69.71833,44665
36015,22588,Renfrow,Valid,L6,81600,Found,1986,36.98667,-97.555,76738
36016,22591,Republican River,Valid,H4,135,Found,1942,40.08333,-98.91667,68349
36017,56577,Retuerta del Bullaque,Valid,"Iron, IAB-MG",100000,Found,1980,39.45889,-4.3775,39789
36018,45007,Rhall Amane,Valid,H4,224,Found,2005,23.2925,-10.17483,8758
36020,22594,Rhine Villa,Valid,"Iron, IIIE",3325,Found,1900,-34.66667,139.28333,95665
36021,22595,Rhineland,Valid,H5,6240,Found,1961,33.53333,-99.61667,16004
36022,22596,Rica Aventura,Valid,"Iron, IVA",5395,Found,1910,-21.98333,-69.61667,75901
36023,22598,Richa,Valid,"Iron, IID",1500,Found,1960,10,9,22630
36024,22600,Richfield,Valid,LL3.7,40800,Found,1983,37.22222,-101.68139,40264
36025,22601,Richland,Valid,"Iron, IIAB",50600,Found,1951,31.9,-96.4,2288
36026,22604,Ridgecrest,Valid,H5,9.69,Found,1958,35.58333,-117.56667,39636
36027,22605,Rifle,Valid,"Iron, IAB-MG",102700,Found,1948,38.51667,-107.83333,60276
36028,22606,Rincon,Valid,L6,249.4,Found,1995,-23.87083,-67.17639,38599
36029,22607,Rio Bunge,Valid,L,11,Found,,,,23394
36030,44799,Río Cuarto,Valid,Eucrite,62.7,Found,,-32.87167,-64.22333,36204
36031,22608,Rio do Pires,Valid,L6,118,Found,1991,-13.12333,-42.2885,86559
36032,22609,Rio Limay,Valid,L5,280000,Found,1995,-39.85,-69.48333,86728
36033,55670,Rio Rancho,Valid,L6,1001,Found,2011,35.3,-106.63333,46920
36034,22612,River,Valid,L5,190.5,Found,1965,-30.36667,126.01667,66444
36035,22613,Riverton,Valid,H5,103.3,Found,1960,50.94,-96.99167,62141
36036,22616,Roach,Valid,LL6,10.56,Found,1998,35.63333,-115.36667,18344
36037,22617,Roach Dry Lake,Valid,L6,5,Found,2000,35.65933,-115.37167,28752
36047,22625,Roberts Butte,Valid,H4,33.2,Found,2003,-72.65333,160.30703,79698
36048,36496,Roberts Massif,Valid,LL6,1327.7,Found,2003,,,53329
36277,22638,Rock Creek,Valid,L5,1641,Found,1980,34.42222,-101.4975,52476
36278,22639,Rock Springs,Valid,L6,52.7,Found,2003,41.65,-109.025,79782
36279,22643,Rodeo,Valid,"Iron, IID",44000,Found,1852,25.33333,-104.66667,95886
36280,22644,Roebourne,Valid,"Iron, IIIAB",86860,Found,1892,-22.33333,118,88135
36281,22645,Rogers,Valid,L,982,Found,1974,34.065,-103.40833,43135
36282,22646,Rolla (1936),Valid,H5,440,Found,1936,37.11667,-101.6,60345
36283,22647,Rolla (1939),Valid,H4,207.5,Found,1939,37.11667,-101.6,1249
36284,22648,Rolla (1941),Valid,H5,435,Found,1941,37.08333,-101.6,34006
36285,22649,Rolla (d),Valid,H,50,Found,1942,37.08333,-101.6,1869
36286,52890,Romashki,Valid,L6,3400,Found,2009,50.28533,46.69967,5082
36287,22651,Romero,Valid,H4,17200,Found,1938,35.76667,-102.95,79160
36288,22652,Rooikop,Valid,H5,1039,Found,1991,-23.08333,14.715,39102
36291,22655,Roosevelt,Valid,H3.4,5200,Found,1972,34.86667,-98.95,1966
36292,22656,Roosevelt County,Valid,H3.8,462,Found,1968,33.78333,-103.56667,63094
36402,22763,Roper River,Valid,"Iron, IIIAB",6400,Found,1953,-15,135,61714
36403,57434,Rosamond,Valid,LL3,11.1,Found,2012,34.82793,-118.1464,89435
36404,22764,Rosamond Dry Lake,Valid,L,850,Found,1940,34.83333,-118.06667,17281
36405,22765,Rosario,Valid,"Iron, IAB-MG",2700,Found,1896,14.6,-88.68333,67485
36406,22767,Rosebud,Valid,H5,54900,Found,1915,30.81667,-97.05,48750
36407,22768,Round Top (a),Valid,L5,9935,Found,1934,30.05806,-96.65139,3587
36408,22769,Round Top (b),Valid,H4,7166,Found,1939,30.06667,-96.7,46584
36409,22770,Roundsprings,Valid,H5,6000,Found,1986,39.16667,-98.43333,13697
36410,22771,Roundup,Valid,"Iron, IIIAB",17590,Found,1990,46.78333,-108.56667,73752
36411,22772,Rowena,Valid,H6,34700,Found,1962,-29.8,148.63333,44359
36412,22774,Roy (1933),Valid,L5,47200,Found,1933,35.95,-104.2,76184
36413,22775,Roy (1934),Valid,L6,5619,Found,1934,35.95,-104.2,30607
36414,22776,Rub' al-Khali,Valid,H5,490,Found,1955,20,50,65954
36417,22779,Ruff's Mountain,Valid,"Iron, IIIAB",53070,Found,1844,34.3,-81.4,376
36418,22781,Rumanová,Valid,H5,4300,Found,1994,48.348,17.866,38052
36419,22785,Rush County,Valid,H5,4300,Found,1948,39.5,-85.5,24798
36420,22786,Rush Creek,Valid,L6,9300,Found,1938,38.61667,-102.71667,1786
36421,22787,Rushville,Valid,L5,50,Found,1866,39.61667,-85.45,10812
36422,22788,Russel Gulch,Valid,"Iron, IIIAB",13200,Found,1863,39.8,-105.5,821
36423,22789,Ryan Field,Valid,H5,8.9,Found,1982,32.13333,-111.13333,57357
36424,22790,Ryder Gletcher,Valid,L5,5288,Found,1988,81.16667,-49,58477
36425,22794,Sacramento Mountains,Valid,"Iron, IIIAB",237200,Found,1890,32.91667,-104.66667,84146
36426,34065,Sacramento Wash,Valid,H4,98.9,Found,2003,34.75637,-114.23435,38771
36431,22795,Safsaf,Valid,L6,11870,Found,1998,30.26667,-4.66667,59847
36432,22797,Saginaw,Valid,Iron,44500,Found,1979,32.86583,-97.32306,10377
36433,22798,Sahara,Valid,L3.8,1665,Found,2000,,,70530
36724,23080,Saint Augustine,Valid,"Iron, IID",22000,Found,1974,40.71667,-90.41667,67
36725,23096,Saint-Aubin,Valid,"Iron, IIIAB",472000,Found,1968,48.48333,3.58333,14057
36726,23720,Sainte Rose,Valid,H3.6,430,Found,1983,-21.19222,55.68639,78289
36727,23105,Salaices,Valid,H4,24500,Found,1971,27,-105.25,27729
36728,53813,Salar de Atacama,Valid,L6,223,Found,2008,-23.826,-68.57217,29160
36729,23106,Salar de Imilac,Valid,H5,1005,Found,2000,-24.20333,-68.805,33886
36730,23108,Salina,Valid,Iron,235,Found,1908,38.98333,-111.85,92998
36731,23109,Saline,Valid,H5,30800,Found,1901,39.4,-100.4,70655
36732,23110,Salla,Valid,L6,7000,Found,1963,66.8,28.45,37345
36733,23112,Salt Lake City,Valid,H5,875,Found,1869,40.91667,-111.66667,20906
36734,23113,Salt River,Valid,"Iron, IIC",3600,Found,1850,37.95,-85.78333,29390
36735,23116,Sam's Valley,Valid,"Iron, IIIAB",6920,Found,1894,42.53333,-122.875,77077
36736,23117,San Angelo,Valid,"Iron, IIIAB",88000,Found,1897,31.41667,-100.35,81862
36737,55265,San Bernardino Wash,Valid,L5,258,Found,2010,34.00056,-115.72972,41286
36738,23118,San Borjita,Valid,L4,12300,Found,1983,-27.55861,-56.13444,93026
36739,23119,San Carlos,Valid,H4,3600,Found,1942,-35.53333,-58.76667,88543
36740,23121,San Cristobal,Valid,"Iron, IAB-ung",5000,Found,1882,-23.43333,-69.5,91496
36741,23122,San Emigdio,Valid,H4,36000,Found,1887,36,-119,79923
36742,23123,San Francisco del Mezquital,Valid,"Iron, IIAB",7500,Found,1868,23.48333,-104.36667,69534
36743,23124,San Francisco Mountains,Valid,"Iron, IVA",1700,Found,1920,35,-112,77410
36744,47356,San Joaquin,Valid,L5/6,31.8,Found,2005,32.16657,-111.11718,99298
36745,23125,San José,Valid,H5,532,Found,1944,24.7,-99.08333,32484
36746,23126,San Juan,Valid,L5,1229,Found,2001,-25.575,-69.795,51378
36753,48685,SanJuan ,Valid,LL6,103.78,Found,2007,-25.4485,-69.851833,68355
36812,23129,San Luis,Valid,H,,Found,1964,-33.33333,-66.38333,16
36813,23131,San Pedro Springs,Valid,L6,72,Found,1887,29.5,-98.5,16651
36814,23132,Sanclerlandia,Valid,"Iron, IIIAB",279000,Found,1971,-16.21667,-50.3,68947
36815,23133,Sand Creek,Valid,H5,2443,Found,1986,39.43,-99.995,36579
36816,23134,Sand Draw,Valid,H5,1200,Found,1947,40.81667,-102.25,51358
36817,23135,Sanderson,Valid,"Iron, IIIAB",6800,Found,1936,30.13333,-102.15,72175
36818,36569,Sandford Cliffs,Valid,L5,5168,Found,2003,,,54765
36878,23156,Sandia Mountains,Valid,"Iron, IIAB",45000,Found,1925,35.25,-106.5,36493
36879,23157,Sandtown,Valid,"Iron, IIIAB",9350,Found,1938,35.93333,-91.63333,6899
36880,23158,Sandy Creek,Valid,L5,1330,Found,1999,40.43333,-98.06667,61883
36881,23160,Santa Apolonia,Valid,"Iron, IIIAB",1.316e+06,Found,1872,19.21667,-98.3,52358
36882,23162,Santa Catharina,Valid,"Iron, IAB-ung",7e+06,Found,1875,-26.21667,-48.6,42190
36883,23163,Santa Clara,Valid,"Iron, IVB",63000,Found,1976,24.46667,-103.35,26029
36884,23166,Santa Luzia,Valid,"Iron, IIAB",1.918e+06,Found,1921,-16.26667,-47.95,23261
36885,23167,Santa Rosa,Valid,"Iron, IC",825000,Found,1810,5.91667,-73,27845
36886,23168,Santa Rosalia,Valid,"Pallasite, PMG",1631,Found,1950,27.33333,-112.33333,11965
36887,35478,Santa Vitoria do Palmar,Valid,L3,50400,Found,2003,-33.50944,-53.41083,66258
36888,23169,Santiago Papasquiero,Valid,"Iron, ungrouped",119500,Found,1958,24.5,-106,29831
36889,23170,São João Nepomuceno,Valid,"Iron, IVA-an",15300,Found,1960,-21.55,-43.01667,61668
36890,23172,São Julião de Moreira,Valid,"Iron, IIAB",162000,Found,1883,41.76611,-8.58361,6421
36891,23174,Saotome,Valid,"Iron, IVA",10880,Found,1892,36.5,137,34749
36892,23175,Sappa,Valid,L6,5950,Found,1983,39.84433,-100.51,89001
36893,23177,Sardis,Valid,"Iron, IAB complex",800000,Found,1940,32.94889,-81.865,32990
36894,23178,Sarepta,Valid,"Iron, IAB-MG",14000,Found,1854,48.48333,44.81667,70610
36895,23179,Sargiin Gobi,Valid,"Iron, IAB complex",17500,Found,1964,45.9835,105.75883,35348
36896,23180,Sarir Qattusah,Valid,L/LL3,796,Found,1994,26.4455,15.5925,15884
36901,23185,Sarir Tibesti,Valid,H5,6697,Found,1994,24.297,18.41433,77287
36902,23186,Sarratola,Valid,L5,265,Found,1948,24.4,81.88333,18897
36903,23189,Savannah,Valid,"Iron, IIIAB",60000,Found,1923,35.16667,-88.18333,7896
36904,23191,Sawtooth Knob,Valid,"Iron, IIAB",18.54,Found,2002,40.86217,-118.54167,36291
36905,53806,Sawyer,Valid,H4,8100,Found,2006,37.52392,-98.62993,27297
36906,23193,Sayh al Uhaymir,Valid,L5,450000,Found,2000,20.51667,56.66667,68553
37377,23456,Schaap-Kooi,Valid,H4,2700,Found,1910,-32.08333,21.33333,31953
37378,23461,Schwetz,Valid,"Iron, IIIAB",21500,Found,1850,53.4,18.45,77005
37379,23462,Scott City,Valid,H5,2135,Found,1905,38.46667,-100.93333,58161
37380,47667,Scott Glacier,Valid,LL5,1383.6,Found,2006,,,11000
37417,23466,Scottsville,Valid,"Iron, IIAB",10000,Found,1867,36.76667,-86.16667,87897
37418,23468,Scurry,Valid,H5,118000,Found,1937,32.5,-101,18612
37419,23469,Seagraves,Valid,H4,13000,Found,1962,32.93333,-102.58333,31702
37420,23470,Seagraves (b),Valid,H5,4600,Found,1976,32.91722,-102.5,11276
37421,23471,Seagraves (c),Valid,L6/7,26810,Found,1989,32.98333,-102.56667,34202
37422,23474,Seeläsgen,Valid,"Iron, IAB-MG",102000,Found,1847,52.26667,15.55,87550
37423,23475,Seemore Downs,Valid,L/LL4,429,Found,1991,-30.58333,125.21667,95775
37424,23477,Séguédine,Valid,H6,444,Found,2002,20.81833,12.97333,31563
37425,23478,Seguin,Valid,H6,750,Found,1956,39.36667,-100.63333,74584
37426,23479,Seibert (a),Valid,H5,3500,Found,1941,39.3,-102.83333,96442
37427,23480,Seibert (b),Valid,L6,8600,Found,1991,39.27667,-102.88667,5576
37428,23482,Selcany,Valid,Iron,20,Found,1900,49.75,14.41667,4575
37429,23484,Selden,Valid,LL5,1560,Found,1960,39.53333,-100.56667,25657
37430,23485,Seligman,Valid,"Iron, IAB-MG",2200,Found,1949,35.28333,-112.86667,79177
37431,23486,Selma,Valid,H4,140600,Found,1906,32.4,-87,81835
37432,23488,Seminole,Valid,H4,43900,Found,1961,32.68333,-102.61667,74841
37433,23489,Seminole (b),Valid,H4,1184,Found,1965,32.54333,-102.705,36528
37434,23490,Seminole (c),Valid,H4,1711,Found,1967,32.55,-102.39167,70144
37435,23491,Seminole (d),Valid,H6,1710,Found,1976,32.71667,-102.65,8879
37436,23492,Seminole (e),Valid,H5,758.2,Found,1977,32.71667,-102.65,41695
37437,54436,Seminole (f),Valid,H5,5421,Found,2008,32.70038,-102.67268,96365
37438,55293,Seminole (g),Valid,H5,640.4,Found,1999,32.71667,-102.65,53495
37439,23493,Seminole Draw (a),Valid,L6,478,Found,1976,32.71667,-102.65,17215
37440,23494,Seminole Draw (b),Valid,H5,1192.7,Found,1976,32.71667,-102.65,88814
37441,23497,Seneca,Valid,H4,1900,Found,1936,39.83333,-96.06667,98567
37442,23498,Seneca Falls,Valid,"Iron, IIIAB",4000,Found,1850,42.91667,-76.78333,14853
37443,23499,Seneca Township,Valid,"Iron, IVA",11500,Found,1923,41.78333,-84.18333,30070
37444,23503,Serrania de Varas,Valid,"Iron, IVA",1500,Found,1875,-24.55,-69.06667,62138
37445,23505,Seth Ward,Valid,H5,3800,Found,1977,34.26889,-101.64722,45472
